risk_rank,entity,node_type,risk_score,betweenness,in_degree,pagerank
71,QUALITY CARE PHARMACY #8710 (MI),retailer,0.3443617227857451,0.0,0.009341429238673517,0.00048187056782568303
72,WALGREENS #1077 (VA),retailer,0.3443311883302582,0.0,0.009341429238673517,0.0004815388932540078
73,MEDICO PHARMACY #2283 (TN),retailer,0.34431700713639335,0.0,0.009341429238673517,0.0004813848527995129
74,QUALITY CARE PHARMACY #3430 (IN),retailer,0.34428794240049126,0.0,0.009341429238673517,0.0004810691427703849
75,WALMART PHARMACY #9850 (IN),retailer,0.3442719724376479,0.0,0.009341429238673517,0.0004808956721614852
76,WINN-DIXIE PHARMACY #7275 (TN),retailer,0.3441743783658666,0.0,0.009341429238673517,0.0004798355755774823
77,PUBLIX PHARMACY #5505 (PA),retailer,0.34410649309519425,0.0,0.009341429238673517,0.0004790981850553896
78,PEOPLES PHARMACY #9239 (LA),retailer,0.34409080615839527,0.0,0.009341429238673517,0.00047892778876173646
79,HOMETOWN PHARMACY #1505 (NC),retailer,0.34405912454348725,0.0,0.009341429238673517,0.00047858365339442665
80,WALMART PHARMACY #6183 (VA),retailer,0.344026900667182,0.0,0.009341429238673517,0.0004782336278183742
81,MAIN STREET PHARMACY #5247 (OH),retailer,0.3439846538957396,0.0,0.009341429238673517,0.0004777747304973199
82,GOOD NEIGHBOR PHARMACY #1948 (OH),retailer,0.3439775825393278,0.0,0.009341429238673517,0.00047769791926647736
83,HEALTH MART PHARMACY #6370 (PA),retailer,0.3439648316561919,0.0,0.009341429238673517,0.00047755941528351327
84,PUBLIX PHARMACY #8717 (OH),retailer,0.3439627681723504,0.0,0.009341429238673517,0.0004775370010924501
85,WALMART PHARMACY #1699 (TN),retailer,0.3439481447646475,0.0,0.009341429238673517,0.0004773781571763254
86,SUNRISE PHARMACY #9410 (LA),retailer,0.3439377589995147,0.0,0.009341429238673517,0.0004772653438267169
87,CVS PHARMACY #5295 (OH),retailer,0.3439369702991888,0.0,0.009341429238673517,0.0004772567767231417
88,KROGER PHARMACY #9032 (IN),retailer,0.3439184655483192,0.0,0.009341429238673517,0.00047705577247332754
89,CVS PHARMACY #7625 (PA),retailer,0.3439180367750365,0.0,0.009341429238673517,0.0004770511150071111
90,VILLAGE PHARMACY #2442 (VA),retailer,0.3438686806854316,0.0,0.009341429238673517,0.0004765149941030955
91,PUBLIX PHARMACY #5984 (PA),retailer,0.34386823488861423,0.0,0.009341429238673517,0.00047651015172205086
92,SUNRISE PHARMACY #6931 (IN),retailer,0.34386354117935697,0.0,0.009341429238673517,0.0004764591672200302
93,WALMART PHARMACY #5225 (TN),retailer,0.3438632784083384,0.0,0.009341429238673517,0.0004764563129210545
94,COMMUNITY PHARMACY #1612 (VA),retailer,0.34386044254683545,0.0,0.009341429238673517,0.0004764255089281771
95,VILLAGE PHARMACY #2850 (WV),retailer,0.3438274210734723,0.0,0.009341429238673517,0.00047606681960953257
96,RITE AID #6277 (IN),retailer,0.3438167795324504,0.0,0.009341429238673517,0.000475951227944178
97,MAIN STREET PHARMACY #3042 (LA),retailer,0.3438028939325884,0.0,0.009341429238673517,0.0004758003983219291
98,MEDICO PHARMACY #8908 (WV),retailer,0.3437886828286424,0.0,0.009341429238673517,0.0004756460329750066
99,FAMILY CARE PHARMACY #9504 (WV),retailer,0.34374989686615365,0.0,0.009341429238673517,0.00047522472801671283
100,GOOD NEIGHBOR PHARMACY #3396 (NC),retailer,0.34373507433190664,0.0,0.009341429238673517,0.0004750637211273109
101,WALGREENS #5885 (VA),retailer,0.3436966105892636,0.0,0.009341429238673517,0.00047464591621929075
102,WALMART PHARMACY #1243 (IN),retailer,0.3436953399223296,0.0,0.009341429238673517,0.0004746321138473688
103,SUNRISE PHARMACY #3110 (PA),retailer,0.34364701377379214,0.0,0.009341429238673517,0.00047410718047746677
104,HOMETOWN PHARMACY #6015 (VA),retailer,0.34360830707591705,0.0,0.009341429238673517,0.00047368673651559034
105,KROGER PHARMACY #1422 (IN),retailer,0.34357047186632994,0.0,0.009341429238673517,0.0004732757589253914
106,HARRIS TEETER PHARMACY #8740 (LA),retailer,0.34356696317184976,0.0,0.009341429238673517,0.0004732376464154322
107,HOMETOWN PHARMACY #2106 (OH),retailer,0.34356616036370885,0.0,0.009341429238673517,0.00047322892606846574
108,PUBLIX PHARMACY #3738 (TN),retailer,0.34356523779007897,0.0,0.009341429238673517,0.0004732189047922171
109,MAIN STREET PHARMACY #8688 (WV),retailer,0.3435570035838741,0.0,0.009341429238673517,0.00047312946233213295
110,WALGREENS #8847 (IN),retailer,0.3435497860813416,0.0,0.009341429238673517,0.000473051063617538
111,RITE AID #8802 (IN),retailer,0.343546486710787,0.0,0.009341429238673517,0.00047301522484792405
112,QUALITY CARE PHARMACY #1046 (IN),retailer,0.34352857370592327,0.0,0.009341429238673517,0.00047282064832376917
113,WINN-DIXIE PHARMACY #9514 (TN),retailer,0.3434995083056291,0.0,0.009341429238673517,0.0004725049310778117
114,WINN-DIXIE PHARMACY #3370 (IN),retailer,0.34349889165640524,0.0,0.009341429238673517,0.00047249823284580076
115,RITE AID #7358 (TN),retailer,0.3434967882674041,0.0,0.009341429238673517,0.0004724753851927184
116,VILLAGE PHARMACY #8750 (TN),retailer,0.34347141932589986,0.0,0.009341429238673517,0.000472199820009941
117,RITE AID #3067 (IN),retailer,0.34346357204913647,0.0,0.009341429238673517,0.0004721145804955035
118,GOOD NEIGHBOR PHARMACY #8172 (KY),retailer,0.34345926359288514,0.0,0.009341429238673517,0.0004720677807291755
119,VILLAGE PHARMACY #4178 (LA),retailer,0.3434197341226528,0.0,0.009341429238673517,0.00047163839956292303
120,QUALITY CARE PHARMACY #9827 (NC),retailer,0.3433695420464367,0.0,0.009341429238673517,0.0004710931979172742
121,VILLAGE PHARMACY #6664 (WV),retailer,0.34335211522937364,0.0,0.009341429238673517,0.00047090390251334867
122,MEDICO PHARMACY #1025 (LA),retailer,0.3433480159290168,0.0,0.009341429238673517,0.00047085937466216063
123,MAIN STREET PHARMACY #2862 (IN),retailer,0.34334368135758886,0.0,0.009341429238673517,0.00047081229122481665
124,RITE AID #5240 (PA),retailer,0.34332863441979794,0.0,0.009341429238673517,0.00047064884679565454
125,HARRIS TEETER PHARMACY #5949 (MI),retailer,0.3433249798088135,0.0,0.009341429238673517,0.0004706091492961065
126,WALMART PHARMACY #7897 (IN),retailer,0.3433126887525927,0.0,0.009341429238673517,0.0004704756400933886
127,VILLAGE PHARMACY #2163 (OH),retailer,0.3432820777873441,0.0,0.009341429238673517,0.00047014313444933926
128,HOMETOWN PHARMACY #3415 (TN),retailer,0.3432427475512132,0.0,0.009341429238673517,0.0004697159174246837
129,GOOD NEIGHBOR PHARMACY #9749 (LA),retailer,0.3432144215381684,0.0,0.009341429238673517,0.00046940823162861867
130,WALGREENS #1932 (KY),retailer,0.3431965966492082,0.0,0.009341429238673517,0.00046921461224629346
131,HARRIS TEETER PHARMACY #2294 (OH),retailer,0.3431956836971701,0.0,0.009341429238673517,0.00046920469548270976
132,FAMILY CARE PHARMACY #6990 (MI),retailer,0.3431801347543055,0.0,0.009341429238673517,0.0004690357981212744
133,COMMUNITY PHARMACY #9231 (PA),retailer,0.34316592303689575,0.0,0.009341429238673517,0.0004688814261107222
134,PEOPLES PHARMACY #9246 (VA),retailer,0.34316520903105535,0.0,0.009341429238673517,0.0004688736703614379
135,COMMUNITY PHARMACY #4898 (IN),retailer,0.34316386046781894,0.0,0.009341429238673517,0.00046885902185611194
136,HOMETOWN PHARMACY #3595 (VA),retailer,0.3431588699795657,0.0,0.009341429238673517,0.0004688048136500886
137,MAIN STREET PHARMACY #2786 (IN),retailer,0.3431489476187066,0.0,0.009341429238673517,0.00046869703393908864
138,HEALTH MART PHARMACY #3610 (MI),retailer,0.34309319548213035,0.0,0.009341429238673517,0.0004680914372214122
139,FAMILY CARE PHARMACY #2623 (LA),retailer,0.34307638306521737,0.0,0.009341429238673517,0.0004679088156193723
140,GOOD NEIGHBOR PHARMACY #6828 (PA),retailer,0.34305223278796904,0.0,0.009341429238673517,0.00046764648793956164
141,WALGREENS #5336 (MI),retailer,0.343038480623299,0.0,0.009341429238673517,0.00046749710773107887
142,COMMUNITY PHARMACY #8218 (LA),retailer,0.34301992634103123,0.0,0.009341429238673517,0.0004672955654561057
143,MEDICO PHARMACY #2900 (OH),retailer,0.34301863784555836,0.0,0.009341429238673517,0.0004672815694251544
144,MAIN STREET PHARMACY #9467 (TN),retailer,0.3430101283541122,0.0,0.009341429238673517,0.00046718913673278884
145,CORNER DRUG STORE #8940 (PA),retailer,0.3430093925917258,0.0,0.009341429238673517,0.00046718114465726425
146,HARRIS TEETER PHARMACY #3877 (OH),retailer,0.3430077645853861,0.0,0.009341429238673517,0.00046716346075569145
147,WALMART PHARMACY #2641 (TN),retailer,0.34300206842885217,0.0,0.009341429238673517,0.00046710158736550084
148,WALGREENS #8231 (NC),retailer,0.34294068917850196,0.0,0.009341429238673517,0.0004664348672211591
149,COMMUNITY PHARMACY #7108 (KY),retailer,0.3429405664364182,0.0,0.009341429238673517,0.000466433533959196
150,WALGREENS #6747 (NC),retailer,0.3429390438444226,0.0,0.009341429238673517,0.0004664169951003912
151,QUALITY CARE PHARMACY #9692 (IN),retailer,0.3429290173654016,0.0,0.009341429238673517,0.00046630808442614947
152,GOOD NEIGHBOR PHARMACY #7326 (LA),retailer,0.3429283638365564,0.0,0.009341429238673517,0.00046630098559643856
153,QUALITY CARE PHARMACY #9647 (LA),retailer,0.34292784548883637,0.0,0.009341429238673517,0.00046629535514535397
154,MAIN STREET PHARMACY #1197 (OH),retailer,0.3428909162754691,0.0,0.009341429238673517,0.0004658942187625178
155,WALMART PHARMACY #3793 (WV),retailer,0.3428712405311701,0.0,0.009341429238673517,0.000465680494824799
156,PUBLIX PHARMACY #9133 (OH),retailer,0.34286752864637204,0.0,0.009341429238673517,0.00046564017519961325
157,GOOD NEIGHBOR PHARMACY #1461 (LA),retailer,0.34286686201341954,0.0,0.009341429238673517,0.000465632934029091
158,WINN-DIXIE PHARMACY #9984 (IN),retailer,0.3428489053480591,0.0,0.009341429238673517,0.00046543788325130046
159,VILLAGE PHARMACY #6362 (NC),retailer,0.3428088499724898,0.0,0.009341429238673517,0.0004650027895408216
160,KROGER PHARMACY #8357 (TN),retailer,0.34279319476195563,0.0,0.009341429238673517,0.00046483273786753686
161,KROGER PHARMACY #2871 (NC),retailer,0.3427886330338846,0.0,0.009341429238673517,0.00046478318698542923
162,COMMUNITY PHARMACY #9951 (OH),retailer,0.3427820309982661,0.0,0.009341429238673517,0.0004647114736602349
163,WALMART PHARMACY #1185 (OH),retailer,0.34278048367515,0.0,0.009341429238673517,0.0004646946661644545
164,GOOD NEIGHBOR PHARMACY #7825 (LA),retailer,0.34277416182939613,0.0,0.009341429238673517,0.00046462599634705654
165,MEDICO PHARMACY #3451 (TN),retailer,0.3427598113180639,0.0,0.009341429238673517,0.0004644701167145718
166,RITE AID #9791 (OH),retailer,0.34275644585135967,0.0,0.009341429238673517,0.00046443355998841424
167,HEALTH MART PHARMACY #3701 (VA),retailer,0.34274469278291403,0.0,0.009341429238673517,0.0004643058945730525
168,HOMETOWN PHARMACY #4963 (LA),retailer,0.3427427816144348,0.0,0.009341429238673517,0.0004642851348779262
169,PUBLIX PHARMACY #7092 (OH),retailer,0.3427420390107889,0.0,0.009341429238673517,0.0004642770684905539
170,MAIN STREET PHARMACY #5693 (OH),retailer,0.34274189027396906,0.0,0.009341429238673517,0.00046427545286583614
171,PUBLIX PHARMACY #2069 (VA),retailer,0.3427131748739716,0.0,0.009341429238673517,0.00046396353742988853
172,HARRIS TEETER PHARMACY #3755 (NC),retailer,0.34270057124803033,0.0,0.009341429238673517,0.000463826632999501
173,WALMART PHARMACY #2494 (PA),retailer,0.342692987863785,0.0,0.009341429238673517,0.00046374425996610955
174,WALMART PHARMACY #5772 (LA),retailer,0.34267364649509185,0.0,0.009341429238673517,0.00046353416811824067
175,MEDICO PHARMACY #7146 (NC),retailer,0.3426734802934753,0.0,0.009341429238673517,0.000463532362785573
176,FAMILY CARE PHARMACY #7979 (WV),retailer,0.3426666602611561,0.0,0.009341429238673517,0.0004634582815137044
177,PUBLIX PHARMACY #2324 (VA),retailer,0.34265885251683714,0.0,0.009341429238673517,0.00046337347141274017
178,MAIN STREET PHARMACY #7126 (LA),retailer,0.34262074662904923,0.0,0.009341429238673517,0.0004629595536333395
179,HEALTH MART PHARMACY #1652 (OH),retailer,0.34262039581900167,0.0,0.009341429238673517,0.0004629557430275693
180,WINN-DIXIE PHARMACY #4787 (WV),retailer,0.3426043461594359,0.0,0.009341429238673517,0.00046278140672855524
181,KROGER PHARMACY #2556 (WV),retailer,0.3425938432458317,0.0,0.009341429238673517,0.00046266732087650814
182,WALGREENS #7520 (OH),retailer,0.3425840058394572,0.0,0.009341429238673517,0.00046256046396703893
183,HARRIS TEETER PHARMACY #5740 (NC),retailer,0.34258273087574576,0.0,0.009341429238673517,0.00046254661492220917
184,KROGER PHARMACY #3290 (PA),retailer,0.3425637643612498,0.0,0.009341429238673517,0.00046234059485500016
185,VILLAGE PHARMACY #3709 (WV),retailer,0.34251477072476366,0.0,0.009341429238673517,0.0004618084110273464
186,RITE AID #8193 (NC),retailer,0.3425005029781091,0.0,0.009341429238673517,0.0004616534304100415
187,FAMILY CARE PHARMACY #7401 (OH),retailer,0.34243690454491593,0.0,0.009341429238673517,0.0004609626048245788
188,HOMETOWN PHARMACY #2083 (OH),retailer,0.3423567398977232,0.0,0.009341429238673517,0.000460091831968239
189,KROGER PHARMACY #4949 (OH),retailer,0.34233994447449045,0.0,0.009341429238673517,0.00045990939495673864
190,PUBLIX PHARMACY #2699 (WV),retailer,0.3423232178866053,0.0,0.009341429238673517,0.00045972770565578565
191,QUALITY CARE PHARMACY #7172 (KY),retailer,0.3423035043427018,0.0,0.009341429238673517,0.00045951357112723
192,RITE AID #8521 (WV),retailer,0.3422967529510761,0.0,0.009341429238673517,0.00045944023545151715
193,WALMART PHARMACY #5402 (NC),retailer,0.3422888791981265,0.0,0.009341429238673517,0.00045935470834466724
194,SUNRISE PHARMACY #6178 (WV),retailer,0.3422679321642302,0.0,0.009341429238673517,0.0004591271752714674
195,CVS PHARMACY #9267 (VA),retailer,0.3422479951400962,0.0,0.009341429238673517,0.0004589106132324634
196,HARRIS TEETER PHARMACY #8167 (OH),retailer,0.34222267690979613,0.0,0.009341429238673517,0.0004586355988902575
197,WINN-DIXIE PHARMACY #1854 (LA),retailer,0.3422168723077183,0.0,0.009341429238673517,0.00045857254753148264
198,HOMETOWN PHARMACY #1040 (NC),retailer,0.3422139158431122,0.0,0.009341429238673517,0.0004585404335109031
199,MEDICO PHARMACY #8848 (PA),retailer,0.34220341193106785,0.0,0.009341429238673517,0.0004584263368134941
200,RITE AID #2659 (WV),retailer,0.34218030687346407,0.0,0.009341429238673517,0.0004581753626283629
201,FAMILY CARE PHARMACY #6231 (MI),retailer,0.3421779108484725,0.0,0.009341429238673517,0.00045814933627386805
202,HEALTH MART PHARMACY #6573 (MI),retailer,0.332517316191424,0.0,0.00887435777673984,0.0005161475861814733
203,PEOPLES PHARMACY #1076 (VA),retailer,0.3324092726382746,0.0,0.00887435777673984,0.0005149739841426732
204,MAIN STREET PHARMACY #7859 (LA),retailer,0.33195883535052284,0.0,0.00887435777673984,0.0005100811968930193
205,SUNRISE PHARMACY #8341 (WV),retailer,0.33118755854099924,0.0,0.00887435777673984,0.0005017033528685452
206,HEALTH MART PHARMACY #6744 (NC),retailer,0.33099004495638124,0.0,0.00887435777673984,0.0004995579000502943
207,WALGREENS #8368 (NC),retailer,0.3308904704628616,0.0,0.00887435777673984,0.0004984762915211348
208,GOOD NEIGHBOR PHARMACY #7203 (WV),retailer,0.33085295079460686,0.0,0.00887435777673984,0.0004980687414371615
209,VILLAGE PHARMACY #7809 (NC),retailer,0.3307340323755716,0.0,0.00887435777673984,0.0004967770132871475
210,HOMETOWN PHARMACY #1672 (KY),retailer,0.3306110375952187,0.0,0.00887435777673984,0.0004954410064567882
211,RITE AID #2479 (KY),retailer,0.3306081375976568,0.0,0.00887435777673984,0.0004954095057984707
212,MAIN STREET PHARMACY #4122 (VA),retailer,0.3305460555206247,0.0,0.00887435777673984,0.0004947351513362755
213,PUBLIX PHARMACY #4271 (LA),retailer,0.3304366467677383,0.0,0.00887435777673984,0.0004935467200814051
214,MEDICO PHARMACY #4308 (TN),retailer,0.3303997325484259,0.0,0.00887435777673984,0.0004931457465685684
215,SUNRISE PHARMACY #5850 (WV),retailer,0.3302910837837669,0.0,0.00887435777673984,0.000491965570537699
216,HOMETOWN PHARMACY #7895 (OH),retailer,0.33026668968623507,0.0,0.00887435777673984,0.0004917005944075785
217,PEOPLES PHARMACY #6995 (MI),retailer,0.3300118334990371,0.0,0.00887435777673984,0.0004889322687446617
218,PEOPLES PHARMACY #8581 (KY),retailer,0.3298071167845755,0.0,0.00887435777673984,0.00048670857333234766
219,CORNER DRUG STORE #4580 (NC),retailer,0.3296300894626299,0.0,0.00887435777673984,0.0004847856485496783
220,WINN-DIXIE PHARMACY #2369 (OH),retailer,0.32962355945382915,0.0,0.00887435777673984,0.0004847147176017547
221,MAIN STREET PHARMACY #7806 (OH),retailer,0.3295347574772938,0.0,0.00887435777673984,0.0004837501234388141
222,WALGREENS #5896 (PA),retailer,0.32947246988173556,0.0,0.00887435777673984,0.00048307353657168296
223,COMMUNITY PHARMACY #2037 (NC),retailer,0.3294670177122894,0.0,0.00887435777673984,0.00048301431344368185
224,WALMART PHARMACY #4196 (NC),retailer,0.3293976933490761,0.0,0.00887435777673984,0.00048226129105933684
225,QUALITY CARE PHARMACY #9561 (TN),retailer,0.3292650424746386,0.0,0.00887435777673984,0.00048082039678892064
226,MAIN STREET PHARMACY #2531 (KY),retailer,0.3292450898336226,0.0,0.00887435777673984,0.00048060366511458013
227,CORNER DRUG STORE #5605 (NC),retailer,0.32924371297818267,0.0,0.00887435777673984,0.0004805887092907073
228,KROGER PHARMACY #9317 (KY),retailer,0.3292385344143995,0.0,0.00887435777673984,0.0004805324581508957
229,MEDICO PHARMACY #3831 (PA),retailer,0.3291683894030873,0.0,0.00887435777673984,0.0004797705216365184
230,WALGREENS #1828 (MI),retailer,0.32909899544558285,0.0,0.00887435777673984,0.0004790167432977503
231,WINN-DIXIE PHARMACY #6711 (NC),retailer,0.329091037855591,0.0,0.00887435777673984,0.0004789303055273683
232,RITE AID #7600 (NC),retailer,0.3290440591167865,0.0,0.00887435777673984,0.00047842000813308564
233,WALMART PHARMACY #5961 (MI),retailer,0.32903070505153814,0.0,0.00887435777673984,0.00047827495220198246
234,GOOD NEIGHBOR PHARMACY #3308 (MI),retailer,0.3290278878045495,0.0,0.00887435777673984,0.0004782443504056394
235,WINN-DIXIE PHARMACY #7275 (PA),retailer,0.3290077405770358,0.0,0.00887435777673984,0.00047802550507339145
236,SUNRISE PHARMACY #5395 (WV),retailer,0.3289478439514321,0.0,0.00887435777673984,0.00047737488965140064
237,CVS PHARMACY #6279 (VA),retailer,0.3289002569523133,0.0,0.00887435777673984,0.000476857985148001
238,CORNER DRUG STORE #5582 (MI),retailer,0.3288917599050141,0.0,0.00887435777673984,0.000476765687627757
239,HOMETOWN PHARMACY #4669 (WV),retailer,0.3288453586413108,0.0,0.00887435777673984,0.0004762616629442134
240,FAMILY CARE PHARMACY #3996 (WV),retailer,0.3288058831357906,0.0,0.00887435777673984,0.0004758328679591289
241,RITE AID #5846 (KY),retailer,0.32879624059043033,0.0,0.00887435777673984,0.0004757281276894492
