date,stress_score,stress_level
2021-07-04,0.4225089211977494,MEDIUM
2021-07-11,0.4225089211977494,MEDIUM
2021-07-18,0.4225089211977494,MEDIUM
2021-07-25,0.4225089211977494,MEDIUM
2021-08-01,0.4359718570058561,MEDIUM
2021-08-08,0.4359718570058561,MEDIUM
2021-08-15,0.4359718570058561,MEDIUM
2021-08-22,0.4359718570058561,MEDIUM
2021-08-29,,LOW
2021-09-05,0.4688378329215227,MEDIUM
2021-09-12,0.4688378329215227,MEDIUM
2021-09-19,0.4688378329215227,MEDIUM
2021-09-26,0.4688378329215227,MEDIUM
2021-10-03,0.4958253857584566,MEDIUM
2021-10-10,0.4958253857584566,MEDIUM
2021-10-17,0.4958253857584566,MEDIUM
2021-10-24,0.4958253857584566,MEDIUM
2021-10-31,,LOW
2021-11-07,0.5086912966705271,MEDIUM
2021-11-14,0.5086912966705271,MEDIUM
2021-11-21,0.5086912966705271,MEDIUM
2021-11-28,0.5086912966705271,MEDIUM
2021-12-05,0.47398252916527717,MEDIUM
2021-12-12,0.47398252916527717,MEDIUM
2021-12-19,0.47398252916527717,MEDIUM
2021-12-26,0.47398252916527717,MEDIUM
2022-01-02,0.5411078247142271,MEDIUM
2022-01-09,0.5411078247142271,MEDIUM
2022-01-16,0.5411078247142271,MEDIUM
2022-01-23,0.5411078247142271,MEDIUM
2022-01-30,,LOW
2022-02-06,0.5750097509981015,MEDIUM
2022-02-13,0.5750097509981015,MEDIUM
2022-02-20,0.5750097509981015,MEDIUM
2022-02-27,0.5750097509981015,MEDIUM
2022-03-06,0.5227437834288745,MEDIUM
2022-03-13,0.5227437834288745,MEDIUM
2022-03-20,0.5227437834288745,MEDIUM
2022-03-27,0.5227437834288745,MEDIUM
2022-04-03,0.5537227056816525,MEDIUM
2022-04-10,0.5537227056816525,MEDIUM
2022-04-17,0.5537227056816525,MEDIUM
2022-04-24,0.5537227056816525,MEDIUM
2022-05-01,0.5149182363374734,MEDIUM
2022-05-08,0.5149182363374734,MEDIUM
2022-05-15,0.5149182363374734,MEDIUM
2022-05-22,0.5149182363374734,MEDIUM
2022-05-29,,LOW
2022-06-05,0.5225085826029519,MEDIUM
2022-06-12,0.5225085826029519,MEDIUM
2022-06-19,0.5225085826029519,MEDIUM
2022-06-26,0.5225085826029519,MEDIUM
2022-07-03,0.5629071413005794,MEDIUM
2022-07-10,0.5629071413005794,MEDIUM
2022-07-17,0.5629071413005794,MEDIUM
2022-07-24,0.5629071413005794,MEDIUM
2022-07-31,,LOW
2022-08-07,0.5342971952087603,MEDIUM
2022-08-14,0.5342971952087603,MEDIUM
2022-08-21,0.5342971952087603,MEDIUM
2022-08-28,0.5342971952087603,MEDIUM
2022-09-04,0.4935555092586109,MEDIUM
2022-09-11,0.4935555092586109,MEDIUM
2022-09-18,0.4935555092586109,MEDIUM
2022-09-25,0.4935555092586109,MEDIUM
2022-10-02,0.46617617765600616,MEDIUM
2022-10-09,0.46617617765600616,MEDIUM
2022-10-16,0.46617617765600616,MEDIUM
2022-10-23,0.46617617765600616,MEDIUM
2022-10-30,,LOW
2022-11-06,0.4855786622149093,MEDIUM
2022-11-13,0.4855786622149093,MEDIUM
2022-11-20,0.4855786622149093,MEDIUM
2022-11-27,0.4855786622149093,MEDIUM
2022-12-04,0.43727397214838615,MEDIUM
2022-12-11,0.43727397214838615,MEDIUM
2022-12-18,0.43727397214838615,MEDIUM
2022-12-25,0.43727397214838615,MEDIUM
2023-01-01,0.3886473743845774,LOW
2023-01-08,0.3886473743845774,LOW
2023-01-15,0.3886473743845774,LOW
2023-01-22,0.3886473743845774,LOW
2023-01-29,,LOW
2023-02-05,0.3160216397246849,LOW
2023-02-12,0.3160216397246849,LOW
2023-02-19,0.3160216397246849,LOW
2023-02-26,0.3160216397246849,LOW
2023-03-05,0.3156571322885085,LOW
2023-03-12,0.3156571322885085,LOW
2023-03-19,0.3156571322885085,LOW
2023-03-26,0.3156571322885085,LOW
2023-04-02,0.2913218065353247,LOW
2023-04-09,0.2913218065353247,LOW
2023-04-16,0.2913218065353247,LOW
2023-04-23,0.2913218065353247,LOW
2023-04-30,,LOW
2023-05-07,0.2746546969708844,LOW
2023-05-14,0.2746546969708844,LOW
2023-05-21,0.2746546969708844,LOW
2023-05-28,0.2746546969708844,LOW
2023-06-04,0.27847202829390966,LOW
2023-06-11,0.27847202829390966,LOW
2023-06-18,0.27847202829390966,LOW
2023-06-25,0.27847202829390966,LOW
2023-07-02,0.2578130072500493,LOW
2023-07-09,0.2578130072500493,LOW
2023-07-16,0.2578130072500493,LOW
2023-07-23,0.2578130072500493,LOW
2023-07-30,,LOW
2023-08-06,0.27828263427112,LOW
2023-08-13,0.27828263427112,LOW
2023-08-20,0.27828263427112,LOW
2023-08-27,0.27828263427112,LOW
2023-09-03,0.2814462805877972,LOW
2023-09-10,0.2814462805877972,LOW
2023-09-17,0.2814462805877972,LOW
2023-09-24,0.2814462805877972,LOW
2023-10-01,0.30076333431262525,LOW
2023-10-08,0.30076333431262525,LOW
2023-10-15,0.30076333431262525,LOW
2023-10-22,0.30076333431262525,LOW
2023-10-29,,LOW
2023-11-05,0.2929444524290801,LOW
2023-11-12,0.2929444524290801,LOW
2023-11-19,0.2929444524290801,LOW
2023-11-26,0.2929444524290801,LOW
2023-12-03,0.24773491052055907,LOW
2023-12-10,0.24773491052055907,LOW
2023-12-17,0.24773491052055907,LOW
2023-12-24,0.24773491052055907,LOW
2023-12-31,,LOW
2024-01-07,0.3273484191176782,LOW
2024-01-14,0.3273484191176782,LOW
2024-01-21,0.3273484191176782,LOW
2024-01-28,0.3273484191176782,LOW
2024-02-04,0.26584927112162965,LOW
2024-02-11,0.26584927112162965,LOW
2024-02-18,0.26584927112162965,LOW
2024-02-25,0.26584927112162965,LOW
2024-03-03,0.26719600344460714,LOW
2024-03-10,0.26719600344460714,LOW
2024-03-17,0.26719600344460714,LOW
2024-03-24,0.26719600344460714,LOW
2024-03-31,,LOW
2024-04-07,0.2634937994898814,LOW
2024-04-14,0.2634937994898814,LOW
2024-04-21,0.2634937994898814,LOW
2024-04-28,0.2634937994898814,LOW
2024-05-05,0.250454337434031,LOW
2024-05-12,0.250454337434031,LOW
2024-05-19,0.250454337434031,LOW
2024-05-26,0.250454337434031,LOW
2024-06-02,0.2638965053912584,LOW
2024-06-09,0.2638965053912584,LOW
2024-06-16,0.2638965053912584,LOW
2024-06-23,0.2638965053912584,LOW
2024-06-30,,LOW
2024-07-07,0.25223496967878545,LOW
2024-07-14,0.25223496967878545,LOW
2024-07-21,0.25223496967878545,LOW
2024-07-28,0.25223496967878545,LOW
2024-08-04,0.24763541731523464,LOW
2024-08-11,0.24763541731523464,LOW
2024-08-18,0.24763541731523464,LOW
2024-08-25,0.24763541731523464,LOW
2024-09-01,0.2462674248900416,LOW
2024-09-08,0.2462674248900416,LOW
2024-09-15,0.2462674248900416,LOW
2024-09-22,0.2462674248900416,LOW
2024-09-29,,LOW
2024-10-06,0.25371025234663885,LOW
2024-10-13,0.25371025234663885,LOW
2024-10-20,0.25371025234663885,LOW
2024-10-27,0.25371025234663885,LOW
2024-11-03,0.25624149577564304,LOW
2024-11-10,0.25624149577564304,LOW
2024-11-17,0.25624149577564304,LOW
2024-11-24,0.25624149577564304,LOW
2024-12-01,0.24036129015262778,LOW
2024-12-08,0.24036129015262778,LOW
2024-12-15,0.24036129015262778,LOW
2024-12-22,0.24036129015262778,LOW
2024-12-29,,LOW
2025-01-05,0.25204418421576624,LOW
2025-01-12,0.25204418421576624,LOW
2025-01-19,0.25204418421576624,LOW
2025-01-26,0.25204418421576624,LOW
2025-02-02,0.27012037130362343,LOW
2025-02-09,0.27012037130362343,LOW
2025-02-16,0.27012037130362343,LOW
2025-02-23,0.27012037130362343,LOW
2025-03-02,0.26663060957734175,LOW
2025-03-09,0.26663060957734175,LOW
2025-03-16,0.26663060957734175,LOW
2025-03-23,0.26663060957734175,LOW
2025-03-30,,LOW
2025-04-06,0.24423025585209962,LOW
2025-04-13,0.24423025585209962,LOW
2025-04-20,0.24423025585209962,LOW
2025-04-27,0.24423025585209962,LOW
2025-05-04,0.22467112923051027,LOW
2025-05-11,0.22467112923051027,LOW
2025-05-18,0.22467112923051027,LOW
2025-05-25,0.22467112923051027,LOW
2025-06-01,0.22360962408275387,LOW
2025-06-08,0.22360962408275387,LOW
2025-06-15,0.22360962408275387,LOW
2025-06-22,0.22360962408275387,LOW
2025-06-29,,LOW
2025-07-06,0.22723433000890655,LOW
2025-07-13,0.22723433000890655,LOW
2025-07-20,0.22723433000890655,LOW
2025-07-27,0.22723433000890655,LOW
2025-08-03,0.222617401980448,LOW
2025-08-10,0.222617401980448,LOW
2025-08-17,0.222617401980448,LOW
2025-08-24,0.222617401980448,LOW
2025-08-31,,LOW
2025-09-07,0.24383874476987985,LOW
2025-09-14,0.24383874476987985,LOW
2025-09-21,0.24383874476987985,LOW
2025-09-28,0.24383874476987985,LOW
2025-10-05,0.24436127139827363,LOW
2025-10-12,0.24436127139827363,LOW
2025-10-19,0.24436127139827363,LOW
2025-10-26,0.24436127139827363,LOW
2025-11-02,,LOW
2025-11-09,,LOW
2025-11-16,,LOW
2025-11-23,,LOW
2025-11-30,,LOW
2025-12-07,0.22947356675271563,LOW
2025-12-14,0.22877680415857435,LOW
2025-12-21,0.22713869384262927,LOW
2025-12-28,0.22483878025674287,LOW
2026-01-04,0.22329385142475192,LOW
2026-01-11,0.22142150224926493,LOW
2026-01-18,0.21738671796570172,LOW
2026-01-25,0.21570509150632478,LOW
2026-02-01,0.21637563054038678,LOW
2026-02-08,0.21434650937452504,LOW
2026-02-15,0.22079207173649348,LOW
2026-02-22,0.22473188508721376,LOW
2026-03-01,0.23100579049759618,LOW
2026-03-08,0.23449192161799942,LOW
2026-03-15,0.2571220161789858,LOW
